userid,timestamp,Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,Recency,Frequency,Monetary,Monetary_score,Recency_score,RFM_score,Grade
368,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists, Radio",3,Rarely,Comedy,Conversational,Both,Shorter,Satisfied,2023-05-01,1,60000,1,4,411,신규고객
369,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,2023-05-01,1,60000,1,4,411,신규고객
370,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Kpop,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,Playlists,3,Never,,,,,Ok,2023-05-01,1,60000,1,4,411,신규고객
371,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,All,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Radio",4,Never,,,,,Ok,2023-05-01,1,60000,1,4,411,신규고객
372,2023-07-01,12-20,Male,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Morning,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Shorter,Ok,,0,0,0,0,0,무료회원
373,2023-07-01,20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",3,Never,,,,,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
374,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Comedy,Conversational,Well known individuals,Shorter,Ok,2023-06-01,1,60000,1,5,511,신규고객
375,2023-07-01,20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Radio",4,Rarely,Novels,Story telling,Both,Both,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
376,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","Playlists, Others",3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
377,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,3,Rarely,Food and cooking,Conversational,unknown Podcasters,Shorter,Ok,2023-03-01,1,60000,1,2,211,휴면고객
378,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Uplifting and motivational,leisure time,Others,4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied,,0,0,0,0,0,무료회원
379,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3,Rarely,,Conversational,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
380,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists, Radio",5,Several times a week,Health and Fitness,Story telling,Both,Shorter,Very Satisfied,,0,0,0,0,0,무료회원
381,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Several times a week,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,,0,0,0,0,0,무료회원
382,2023-07-01,20-35,Male,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,,,,,Very Dissatisfied,,0,0,0,0,0,무료회원
383,2023-07-01,20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time,",Playlists,3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,2023-07-01,5,300000,5,6,655,충성고객
384,2023-07-01,20-35,Female,1 year to 2 years,"Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",While Traveling,Others,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
385,2023-07-01,12-20,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time",Playlists,5,Never,,,,,Satisfied,,0,0,0,0,0,무료회원
386,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,Office hours,Playlists,3,Rarely,Comedy,Story telling,Both,Shorter,Ok,,0,0,0,0,0,무료회원
387,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rap,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio, Others",5,Never,,,,,Ok,2023-06-01,1,60000,1,5,511,신규고객
388,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,"Office hours, Study Hours, While Traveling, Workout session, leisure time",Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
389,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",Others,1,Never,,,Well known individuals,Shorter,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
390,2023-07-01,20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Uplifting and motivational,While Traveling,Playlists,4,Never,Food and cooking,Educational,Both,Shorter,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
391,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Morning,Uplifting and motivational,leisure time,"recommendations, Playlists",3,Several times a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied,,0,0,0,0,0,무료회원
392,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,recommendations,1,Rarely,,Educational,,Both,Ok,2023-03-01,1,60000,1,2,211,휴면고객
393,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Electronic/Dance,Night,Social gatherings or parties,Workout session,Others,2,Never,,,Well known individuals,Shorter,Ok,2023-03-01,1,60000,1,2,211,휴면고객
394,2023-07-01,20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others",4,Never,,,,,Ok,,0,0,0,0,0,무료회원
395,2023-07-01,20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time",Others,4,Rarely,Lifestyle and Health,Story telling,unknown Podcasters,Shorter,Ok,2023-07-01,4,240000,4,6,644,잠재충성고객
396,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time","recommendations, Playlists, Others",4,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Ok,,0,0,0,0,0,무료회원
397,2023-07-01,12-20,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,"recommendations, Playlists, Others",3,Once a week,Health and Fitness,Conversational,Both,Shorter,Ok,,0,0,0,0,0,무료회원
398,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,5,Once a week,Food and cooking,Conversational,Both,Shorter,Satisfied,2023-05-01,1,60000,1,4,411,신규고객
399,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"Office hours, While Traveling",Others,4,Never,Food and cooking,Conversational,Both,Shorter,Ok,,0,0,0,0,0,무료회원
400,2023-07-01,20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,All,Night,"Uplifting and motivational, Social gatherings or parties",leisure time,"recommendations, Playlists",4,Never,Comedy,Story telling,,,Ok,,0,0,0,0,0,무료회원
401,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists",5,Never,,,,,Satisfied,,0,0,0,0,0,무료회원
402,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok,2023-03-01,1,60000,1,2,211,휴면고객
403,2023-07-01,20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Sports,Story telling,Both,Shorter,Ok,,0,0,0,0,0,무료회원
404,2023-07-01,20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session","recommendations, Playlists, Others",4,Rarely,Comedy,Story telling,Both,Shorter,Ok,,0,0,0,0,0,무료회원
405,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,Playlists,3,Never,,,,,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
406,2023-07-01,20-35,Male,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",leisure time,recommendations,3,Never,,,,,Ok,2023-06-01,1,60000,1,5,511,신규고객
407,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Uplifting and motivational,While Traveling,"recommendations, Playlists",4,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,2023-06-01,1,60000,1,5,511,신규고객
408,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, leisure time",Radio,3,Rarely,,,,Shorter,Ok,2023-06-01,1,60000,1,5,511,신규고객
409,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4,Rarely,,,,,Ok,2023-06-01,1,60000,1,5,511,신규고객
410,2023-07-01,20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,,,,,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
411,2023-07-01,12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"While Traveling, leisure time",recommendations,3,Once a week,Comedy,Story telling,unknown Podcasters,Both,Ok,2023-06-01,2,120000,2,5,522,관심필요고객
412,2023-07-01,12-20,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rap,Morning,Relaxation and stress relief,While Traveling,recommendations,5,Daily,Health and Fitness,Story telling,Both,Longer,Very Satisfied,2023-06-01,1,60000,1,5,511,신규고객
413,2023-07-01,20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Social gatherings or parties,leisure time,recommendations,4,Rarely,,,,,Ok,2023-07-01,5,300000,5,6,655,충성고객
414,2023-07-01,20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Once a week,Lifestyle and Health,Conversational,Well known individuals,Longer,Satisfied,,0,0,0,0,0,무료회원
415,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Uplifting and motivational,Workout session,Playlists,5,Several times a week,Comedy,Story telling,Both,Both,Very Satisfied,,0,0,0,0,0,무료회원
416,2023-07-01,35-60,Male,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Radio,5,Rarely,Comedy,Educational,Well known individuals,Shorter,Very Satisfied,2023-03-01,1,60000,1,2,211,휴면고객
417,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session",recommendations,3,Never,,,,,Ok,2023-03-01,1,60000,1,2,211,휴면고객
418,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Morning,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists",4,Never,,,,,Satisfied,2023-05-01,1,60000,1,4,411,신규고객
419,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Electronic/Dance,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Very Satisfied,,0,0,0,0,0,무료회원
420,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Lifestyle and Health,Story telling,Both,Shorter,Satisfied,2023-03-01,1,60000,1,2,211,휴면고객
421,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Sadness or melancholy,While Traveling,recommendations,3,Rarely,,Conversational,Both,Both,Satisfied,,0,0,0,0,0,무료회원
422,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,1,Never,,,,,Very Dissatisfied,,0,0,0,0,0,무료회원
423,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,,,,,Ok,,0,0,0,0,0,무료회원
424,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Once a week,Comedy,,,Both,Ok,,0,0,0,0,0,무료회원
425,2023-07-01,20-35,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Radio, Others",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,2023-07-01,4,240000,4,6,644,잠재충성고객
426,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,"Workout session, leisure time",Playlists,4,Never,,,,,Ok,,0,0,0,0,0,무료회원
427,2023-07-01,20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Sadness or melancholy,"Workout session, leisure time",Others,4,Never,,,,,Ok,,0,0,0,0,0,무료회원
428,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Never,,,,,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
429,2023-07-01,12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"Study Hours, Workout session, leisure time","recommendations, Playlists",5,Never,,,,,Ok,,0,0,0,0,0,무료회원
430,2023-07-01,20-35,Male,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists, Others",4,Several times a week,Lifestyle and Health,Conversational,Both,Both,Very Satisfied,2023-07-01,4,240000,4,6,644,잠재충성고객
431,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Sadness or melancholy,While Traveling,"Others, Search",4,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,,0,0,0,0,0,무료회원
432,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Others",5,Rarely,Food and cooking,Conversational,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
433,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Morning,Relaxation and stress relief,Study Hours,Playlists,3,Never,,Story telling,unknown Podcasters,Shorter,Ok,,0,0,0,0,0,무료회원
434,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Both,Ok,2023-07-01,4,240000,4,6,644,잠재충성고객
435,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,recommendations,3,Rarely,Comedy,,,Shorter,Ok,2023-06-01,1,60000,1,5,511,신규고객
436,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Others",3,Once a week,Sports,,,,Ok,2023-05-01,1,60000,1,4,411,신규고객
437,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Sports,Educational,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
438,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Several times a week,Comedy,Story telling,Well known individuals,Shorter,Ok,2023-03-01,1,60000,1,2,211,휴면고객
439,2023-07-01,20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time",Playlists,2,Rarely,Comedy,Educational,Both,Longer,Satisfied,2023-03-01,1,60000,1,2,211,휴면고객
440,2023-07-01,20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,leisure time,"recommendations, Playlists",3,Rarely,,,,Shorter,Ok,,0,0,0,0,0,무료회원
441,2023-07-01,20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling,",recommendations,4,Several times a week,,,,,Ok,2023-05-01,1,60000,1,4,411,신규고객
442,2023-07-01,20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
443,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Never,,,,,Ok,,0,0,0,0,0,무료회원
444,2023-07-01,20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Rarely,Lifestyle and Health,Educational,Both,Shorter,Ok,2023-07-01,4,240000,4,6,644,잠재충성고객
445,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Lifestyle and Health,Conversational,Well known individuals,Both,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
446,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time",recommendations,4,Never,,,,,Ok,,0,0,0,0,0,무료회원
447,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,Playlists,4,Rarely,Food and cooking,Conversational,Both,Shorter,Ok,2023-01-01,1,60000,1,1,111,휴면고객
448,2023-07-01,20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,2023-05-01,1,60000,1,4,411,신규고객
449,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"Office hours, leisure time",Playlists,3,Never,,,,,Ok,,0,0,0,0,0,무료회원
450,2023-07-01,20-35,Male,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Rock,Morning,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session, leisure time",Playlists,3,Never,,,Well known individuals,Shorter,Dissatisfied,2023-07-01,4,240000,4,6,644,잠재충성고객
451,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Comedy,Conversational,Well known individuals,Shorter,Satisfied,,0,0,0,0,0,무료회원
452,2023-07-01,20-35,Female,Less than 6 months,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,leisure time,Others,3,Never,,,,,Ok,,0,0,0,0,0,무료회원
453,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,5,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied,2023-06-01,2,120000,2,5,522,관심필요고객
454,2023-07-01,20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Others",5,Rarely,Self help,Story telling,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
455,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,"Classical & melody, dance",Night,Relaxation and stress relief,leisure time,Others,3,Never,,Conversational,Well known individuals,,Ok,2023-05-01,2,120000,2,4,422,관심필요고객
456,2023-07-01,20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,,0,0,0,0,0,무료회원
457,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,4,Rarely,Lifestyle and Health,Educational,unknown Podcasters,Shorter,Satisfied,2023-06-01,1,60000,1,5,511,신규고객
458,2023-07-01,20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Rarely,Lifestyle and Health,Interview,Both,Shorter,Ok,,0,0,0,0,0,무료회원
